,Name,ID,Nearest Town,County,,
229,Kettle,38039200,Prairie Portage,Lake,,
110,Dumbbell,38039300,Isabella,Lake,,
392,Sylvania,38039500,Isabella,Lake,,
203,Isabella,38039600,Isabella,Lake,,
202,Insula,38039700,Ely,Lake,,
262,Missionary,38039800,Prairie Portage,Lake,,
126,Explorer,38039900,Prairie Portage,Lake,,
199,Ima,38040000,Ely,Lake,,
9,Alworth,38040100,Prairie Portage,Lake,,
233,Knife,38040400,Ely,Lake,,
26,Bear,38040500,Beaver Bay,Lake,,
238,Lax,38040600,Finland,Lake,,
27,Bear,38040800,Silver Bay,Lake,,
25,Bean,38040900,Silver Bay,Lake,,
148,Fry,38041100,Finland,Lake,,
364,Soup,38041300,Baptism Crossing,Lake,,
98,Delay,38041500,Isabella,Lake,,
336,Round Island,38041700,Isabella,Lake,,
296,Osier,38042000,Isabella,Lake,,
351,Shoofly,38042200,Isabella,Lake,,
404,Tommy,38042500,Kelly Landing,Lake,,
131,Finn Pond,38042700,Isabella,Lake,,
144,Frank,38042800,Kelly Landing,Lake,,
369,Spear,38042900,Kelly Landing,Lake,,
447,Weapon,38043000,Kelly Landing,Lake,,
411,Trappers,38043100,Isabella,Lake,,
118,Eighteen,38043200,Isabella,Lake,,
328,Redskin,38044000,Isabella,Lake,,
205,Jack,38044100,Isabella,Lake,,
39,Bog,38044300,Forest Center,Lake,,
283,Nine A.M.,38044500,Martin Landing,Lake,,
340,Sapphire,38044600,Isabella,Lake,,
249,Lunch,38044700,Isabella,Lake,,
184,Helen,38044800,Wheeler Landing,Lake,,
407,Tornado,38044900,Isabella,Lake,,
289,North Wilder,38045200,Isabella,Lake,,
368,South Wilder,38045300,Isabella,Lake,,
319,Pose,38045500,Isabella,Lake,,
101,Diana,38045900,Isabella,Lake,,
30,Becoosin,38047200,Ely,Lake,,
32,Benezie,38047300,Ely,Lake,,
57,Cache,38047700,Ely,Lake,,
321,Quartz,38048100,Prairie Portage,Lake,,
132,Fire,38048300,Forest Center,Lake,,
197,Hudson,38048400,Forest Center,Lake,,
103,Disappointment,38048800,Ely,Lake,,
410,Trader,38049000,Prairie Portage,Lake,,
439,Vera,38049100,Ely,Lake,,
277,Neglige,38049200,Ely,Lake,,
413,Trident,38049500,Ely,Lake,,
123,Ensign,38049800,Ely,Lake,,
362,Solitude,38050000,Prairie Portage,Lake,,
17,Ashigan,38050200,Prairie Portage,Lake,,
45,Boot,38050300,Prairie Portage,Lake,,
169,Grub,38050400,Prairie Portage,Lake,,
181,Haven,38050500,Prairie Portage,Lake,,
391,Swing,38050600,Prairie Portage,Lake,,
0,Abinodji,38050700,Prairie Portage,Lake,,
155,Gibson,38050800,Prairie Portage,Lake,,
211,Jitterbug,38050900,Prairie Portage,Lake,,
68,Cattyman,38051000,Prairie Portage,Lake,,
213,Jordan,38051100,Prairie Portage,Lake,,
2,Adventure,38051200,Prairie Portage,Lake,,
5,Ahsub,38051600,Ely,Lake,,
146,Frog,38052000,Ely,Lake,,
66,Carp,38052100,Prairie Portage,Lake,,
258,Melon,38052200,Prairie Portage,Lake,,
346,Seed,38052300,Prairie Portage,Lake,,
318,Portage,38052400,Prairie Portage,Lake,,
175,Harbor,38052500,Forest Center,Lake,,
305,Parent,38052600,Ely,Lake,,
99,Delta,38052700,Prairie Portage,Lake,,
140,Four,38052800,Forest Center,Lake,,
361,Snowbank,38052900,Ely,Lake,,
384,Sucker,38053000,Ely,Lake,,
373,Splash,38053100,Prairie Portage,Lake,,
36,Birch,38053200,Ely,Lake,,
218,Katherine,38053800,Finland,Lake,,
80,Cloquet,38053900,Finland,Lake,,
354,Sink,38054000,Finland,Lake,,
217,Kari,38054100,Whyte,Lake,,
242,Lillian,38054200,Whyte,Lake,,
201,Inga,38054900,Kelly Landing,Lake,,
388,Surprise,38055000,Isabella,Lake,,
31,Beetle,38055100,Isabella,Lake,,
108,Dragon,38055200,Isabella,Lake,,
185,Hide,38055300,Happy Wanderer,Lake,,
151,Gander,38055400,Isabella,Lake,,
67,Cat,38055600,Isabella,Lake,,
168,Grouse,38055700,Isabella,Lake,,
231,Kitigan,38055900,Isabella,Lake,,
263,Mitawan,38056100,Isabella,Lake,,
315,Planted,38056400,Isabella,Lake,,
325,Rat,38056700,Isabella,Lake,,
138,Flat Horn,38056800,Isabella,Lake,,
425,Unnamed,38056900,Kelly Landing,Lake,,
378,Steamhaul,38057000,Isabella,Lake,,
136,Fishfry,38057200,Isabella,Lake,,
153,Gegoka,38057300,Isabella,Lake,,
370,Sphagnum,38057800,Kelly Landing,Lake,,
196,Horseshoe,38058000,Forest Center,Lake,,
59,Camdre,38058300,Forest Center,Lake,,
312,Pietro,38058400,Forest Center,Lake,,
47,Brewis,38058700,Forest Center,Lake,,
170,Gull,38059000,Forest Center,Lake,,
320,Quadga,38059600,Isabella,Lake,,
398,Three,38060000,Forest Center,Lake,,
426,Unnamed,38060100,Forest Center,Lake,,
104,Discovery,38060200,Prairie Portage,Lake,,
293,One,38060500,Ely,Lake,,
417,Two,38060800,Ely,Lake,,
330,Rifle,38061000,Prairie Portage,Lake,,
333,Rock Island,38061300,Forest Center,Lake,,
427,Unnamed,38061500,Ely,Lake,,
255,Manomin,38061600,Prairie Portage,Lake,,
278,Newfound,38061900,Ely,Lake,,
139,Found,38062000,Ely,Lake,,
375,Spree,38062300,Prairie Portage,Lake,,
358,Skull,38062400,Ely,Lake,,
445,Washte,38062600,Prairie Portage,Lake,,
167,Griddle,38062900,Prairie Portage,Lake,,
137,Flash,38063000,Ely,Lake,,
428,Unnamed,38063200,Prairie Portage,Lake,,
429,Unnamed,38063400,Ely,Lake,,
163,Grass,38063500,Isabella,Lake,,
20,Bald Eagle,38063700,Silver Rapids,Lake,,
79,Clearwater,38063800,Silver Rapids,Lake,,
292,Ojibway,38064000,Ely,Lake,,
207,Jasper,38064100,Prairie Portage,Lake,,
452,Wind,38064200,Prairie Portage,Lake,,
455,Witness,38064300,Ely,Lake,,
266,Moose,38064400,Ely,Lake,,
24,Basswood,38064500,Ely,Lake,,
77,Clark,38064700,McNair,Lake,,
237,Langley,38064800,Darby Junction,Lake,,
240,Legler,38064900,Darby Junction,Lake,,
256,Marble,38065000,Silver Bay,Lake,,
215,Kane,38065100,McNair,Lake,,
323,Railroad,38065500,Whyte,Lake,,
166,Greenwood,38065600,Isabella,Lake,,
141,Fourth McDougal,38065700,Isabella,Lake,,
261,Middle McDougal,38065800,Isabella,Lake,,
366,South McDougal,38065900,Isabella,Lake,,
381,Stony,38066000,Happy Wanderer,Lake,,
430,Unnamed,38066200,Isabella,Lake,,
111,Dunnigan,38066400,Isabella,Lake,,
173,Gypsy,38066500,Isabella,Lake,,
359,Slate,38066600,Isabella,Lake,,
171,Gunsten,38066700,Happy Wanderer,Lake,,
97,Deep,38066800,Isabella,Lake,,
72,Chipmunk,38066900,Happy Wanderer,Lake,,
313,Pike,38067000,Isabella,Lake,,
418,Two Deer,38067100,Isabella,Lake,,
187,Highlife,38067300,Isabella,Lake,,
114,East Chub,38067400,Isabella,Lake,,
449,West Chub,38067500,Isabella,Lake,,
314,Pitcha,38067600,Happy Wanderer,Lake,,
119,Eikala,38067700,Isabella,Lake,,
61,Campers,38067900,Happy Wanderer,Lake,,
264,Moccasin,38068000,Isabella,Lake,,
442,Wadop,38068100,Happy Wanderer,Lake,,
443,Wampus,38068500,Isabella,Lake,,
288,North McDougal,38068600,Isabella,Lake,,
348,Shamrock,38068700,Isabella,Lake,,
290,Norway,38068800,Isabella,Lake,,
431,Unnamed,38069000,Happy Wanderer,Lake,,
18,August,38069100,Isabella,Lake,,
183,Heart,38069200,Happy Wanderer,Lake,,
405,Tony,38069600,Happy Wanderer,Lake,,
41,Bogberry,38069900,Happy Wanderer,Lake,,
150,Gabbro,38070100,Silver Rapids,Lake,,
50,Bruin,38070200,Silver Rapids,Lake,,
244,Little Gabbro,38070300,Silver Rapids,Lake,,
415,Turtle,38070400,Silver Rapids,Lake,,
281,Nickel,38070500,Ely,Lake,,
124,Eskwagama,38070700,Silver Rapids,Lake,,
251,Madden,38070900,Ely,Lake,,
335,Rookie,38071000,Silver Rapids,Lake,,
448,Wedge,38071100,Silver Rapids,Lake,,
158,Glacier Pond,38071200,,Lake,,
159,Glacier Pond 1,38071201,Ely,Lake,,
160,Glacier Pond 2,38071202,Ely,Lake,,
329,Refuge Pond,38071300,Prairie Portage,Lake,,
345,Section Twelve,38071400,Ely,Lake,,
412,Triangle,38071500,Ely,Lake,,
210,Jewell,38071600,Silver Rapids,Lake,,
165,Greenstone,38071800,Ely,Lake,,
437,Uranus,38071900,Silver Rapids,Lake,,
83,Conchu,38072000,Ely,Lake,,
287,North Lark,38072101,Ely,Lake,,
78,Clear,38072200,Ely,Lake,,
403,Tofte,38072400,Ely,Lake,,
200,Indiana,38072500,Prairie Portage,Lake,,
162,Good,38072600,Prairie Portage,Lake,,
121,Ella Hall,38072700,Silver Rapids,Lake,,
198,Hula,38072800,Prairie Portage,Lake,,
456,Wood,38072900,Prairie Portage,Lake,,
338,Sand,38073500,Isabella,Lake,,
179,Harris,38073600,Ely,Lake,,
29,Beaver Hut,38073700,Isabella,Lake,,
286,North Branch Kawishiwi,38073800,Silver Rapids,Lake,,
306,Pea Soup,38073900,Silver Rapids,Lake,,
227,Kempton,38074000,Silver Rapids,Lake,,
310,Pickerel,38074100,Ely,Lake,,
270,Mud,38074200,Silver Rapids,Lake,,
380,Stewart,38074400,Two Harbors,Lake,,
75,Christianson,38075000,Wales,Lake,,
397,Thomas,38075100,Two Harbors,Lake,,
186,Highland,38075300,Two Harbors,Lake,,
272,Murphy,38075400,Silver Bay,Lake,,
385,Sullivan,38075500,Two Harbors,Lake,,
188,Hjalmer,38075800,Toimi,Lake,,
86,Cougar,38076700,Isabella,Lake,,
432,Unnamed,38076900,Babbitt,Lake,,
74,Chow,38077000,Happy Wanderer,Lake,,
143,Fran,38077100,Happy Wanderer,Lake,,
100,Denley,38077300,Babbitt,Lake,,
433,Unnamed,38077600,Happy Wanderer,Lake,,
365,South Farm,38077800,Ely,Lake,,
129,Farm,38077900,Ely,Lake,,
49,Browns,38078000,Ely,Lake,,
383,Stub,38078100,Silver Rapids,Lake,,
152,Garden,38078200,Ely,Lake,,
279,Newton,38078400,Ely,Lake,,
401,Tin Can Mike,38078500,Winton,Lake,,
339,Sandpit,38078600,Ely,Lake,,
19,Azion,38078700,Winton,Lake,,
273,Muskeg,38078800,Silver Rapids,Lake,,
60,Camp,38078900,Winton,Lake,,
48,Bright,38079000,Winton,Lake,,
195,Horse,38079200,Winton,Lake,,
206,Jackfish,38079400,Prairie Portage,Lake,,
252,Maingan,38079600,Winton,Lake,,
301,Pakwene,38079700,Winton,Lake,,
172,Gypo,38079800,Winton,Lake,,
441,Wabosons,38080600,Prairie Portage,Lake,,
73,Chippewa,38080900,Winton,Lake,,
69,Cedar,38081000,Ely,Lake,,
128,Fall,38081100,Winton,Lake,,
324,Range,38081200,Winton,Lake,,
142,Fourtown,38081300,Winton,Lake,,
282,Niki,38081400,Winton,Lake,,
52,Bullet,38081500,Winton,Lake,,
267,Moosecamp,38081600,Winton,Lake,,
90,Crooked,38081700,Ely,Lake,,
304,Papoose,38081800,Winton,Lake,,
434,Unnamed,38083300,Isabella,Lake,,
435,Unnamed,38084600,Prairie Portage,Lake,,
436,Unnamed,38085200,Prairie Portage,Lake,,
96,Dan,38085300,Winton,Lake,,
409,Townline,38087100,Forest Center,Lake,,
214,Jouppi,38090900,Isabella,Lake,,
379,Steer,38092000,Isabella,Lake,,
102,Dime,38092100,Kelly Landing,Lake,,
8,Alseth,38092200,Greenwood Junction,Lake,,
109,Drake,38092300,Whyte,Lake,,
257,Megasoft Pond,38094500,,Lake,,
327,Red Dot,38094700,Cramer,Lake,,
331,Rivalry,38094800,,Lake,,
0,Lake of the Woods,39000200,Long Point,Lake of the Woods,,
2,Lake of the Woods (Main),39000201,,Lake of the Woods,,
1,Lake of the Woods (Fourmile Bay),39000202,Other,Lake of the Woods,,
3,North Unit,39000900,Gates Corner (Beltrami),Lake of the Woods,,
4,Wilhelm,39004200,Williams,Lake of the Woods,,
18,Horseshoe,40000100,Waterville,Le Sueur,,
61,Upper Sakatah,40000200,Waterville,Le Sueur,,
50,Unnamed,40000500,Waterville,Le Sueur,,
12,Goose,40000800,,Le Sueur,,
44,Sunfish,40000900,Kilkenny,Le Sueur,,
5,Dora,40001000,Doyle,Le Sueur,,
21,Mabel,40001100,Doyle,Le Sueur,,
3,Diamond,40001300,Kilkenny,Le Sueur,,
34,Sabre,40001400,Cordova,Le Sueur,,
28,Rice,40001600,Montgomery,Le Sueur,,
0,Borer,40001900,Montgomery,Le Sueur,,
15,Greenleaf,40002000,Doyle,Le Sueur,,
35,Sanborn,40002700,Montgomery,Le Sueur,,
25,Pepin,40002800,Montgomery,Le Sueur,,
7,Eggert,40002900,Heidelberg,Le Sueur,,
46,Tetonka,40003100,Waterville,Le Sueur,,
14,Gorman,40003200,Le Center,Le Sueur,,
62,Volney,40003300,Le Center,Le Sueur,,
51,Unnamed,40003800,,Le Sueur,,
32,Roemhildts,40003900,Mankato,Le Sueur,,
43,Steele,40004400,Greenland,Le Sueur,,
39,Silver,40004800,Greenland,Le Sueur,,
9,Fish,40005100,Waterville,Le Sueur,,
26,Perch,40005400,Elysian,Le Sueur,,
27,Rays,40005600,Elysian,Le Sueur,,
10,Frances,40005700,Greenland,Le Sueur,,
52,Unnamed,40005800,Greenland,Le Sueur,,
33,Round,40005900,Greenland,Le Sueur,,
48,Tustin,40006100,Elysian,Le Sueur,,
11,German,40006300,Greenland,Le Sueur,,
41,Sleepy Eye,40006800,Cordova,Le Sueur,,
16,Hecorts Marsh,40007000,,Le Sueur,,
13,Goose,40007200,Cordova,Le Sueur,,
1,Bossuot,40007300,Cordova,Le Sueur,,
37,Schmidt Slough,40007500,,Le Sueur,,
23,Mary,40007800,Lexington (Le Sueur),Le Sueur,,
2,Clear,40007900,Lexington (Le Sueur),Le Sueur,,
53,Unnamed,40008200,,Le Sueur,,
49,Tyler,40008400,Le Center,Le Sueur,,
22,Mareks,40008600,Le Center,Le Sueur,,
19,Jefferson,40009200,,Le Sueur,,
6,East Jefferson,40009201,Marysburg,Le Sueur,,
64,West Jefferson,40009202,Marysburg,Le Sueur,,
45,Swede's Bay,40009203,Marysburg,Le Sueur,,
24,Middle Jefferson,40009204,Marysburg,Le Sueur,,
47,Thomas,40009500,Saint Thomas,Le Sueur,,
54,Unnamed,40009800,Marysburg,Le Sueur,,
55,Unnamed,40009900,Marysburg,Le Sueur,,
17,Henry,40010400,Cleveland,Le Sueur,,
40,Silver,40010600,Saint Henry,Le Sueur,,
36,Savidge,40010700,Cleveland,Le Sueur,,
38,Scotch,40010900,Cleveland,Le Sueur,,
4,Dog,40011200,Cleveland,Le Sueur,,
29,Rice,40011400,Saint Henry,Le Sueur,,
30,Rice (North portion),40011401,,Le Sueur,,
31,Rice (South portion),40011402,,Le Sueur,,
63,Washington,40011700,Madison Lake,Le Sueur,,
56,Unnamed,40011900,,Le Sueur,,
20,Long,40012200,Kasota,Le Sueur,,
42,Spring,40012300,Saint Peter,Le Sueur,,
8,Emily,40012400,Saint Peter,Le Sueur,,
57,Unnamed,40012800,,Le Sueur,,
58,Unnamed,40013800,Lexington (Le Sueur),Le Sueur,,
59,Unnamed,40014600,Cleveland,Le Sueur,,
60,Unnamed,40015900,,Le Sueur,,
14,North Swan,41000400,,Lincoln,,
23,South Swan,41001000,,Lincoln,,
5,Dead Coon,41002100,,Lincoln,,
6,Dead Coon (Main Lake),41002101,Arco,Lincoln,,
21,Slough,41002200,Arco,Lincoln,,
9,Gislason,41002400,Arco,Lincoln,,
24,Stay,41003400,Arco,Lincoln,,
42,West Stay,41003500,Arco,Lincoln,,
26,Unnamed,41003900,,Lincoln,,
27,Unnamed,41004000,,Lincoln,,
1,Benton,41004300,Lake Benton,Lincoln,,
18,Popowski,41004400,Ivanhoe,Lincoln,,
10,Hawksnest,41004500,Ivanhoe,Lincoln,,
28,Unnamed,41004600,,Lincoln,,
17,Pickeral,41005100,Lake Benton,Lincoln,,
0,Anderson,41005400,,Lincoln,,
13,North Ash,41005500,Ivanhoe,Lincoln,,
22,South Ash,41005700,Ivanhoe,Lincoln,,
4,Curtis,41005800,Ivanhoe,Lincoln,,
15,Oak,41006200,Ivanhoe,Lincoln,,
16,Perch,41006700,Ivanhoe,Lincoln,,
7,Drietz,41007000,Ivanhoe,Lincoln,,
29,Unnamed,41007200,Ivanhoe,Lincoln,,
30,Unnamed,41007300,Ivanhoe,Lincoln,,
31,Unnamed,41007400,,Lincoln,,
32,Unnamed,41007700,Porter,Lincoln,,
25,Steep Bank,41008200,Hendricks,Lincoln,,
2,Biggs,41008400,Hendricks,Lincoln,,
20,Shaokotan,41008900,Ivanhoe,Lincoln,,
33,Unnamed,41009100,Ivanhoe,Lincoln,,
34,Unnamed,41009300,,Lincoln,,
12,Kvernmo Marsh,41009500,,Lincoln,,
44,Widmark Marsh,41009600,Ivanhoe,Lincoln,,
3,Boone Slough,41010100,,Lincoln,,
43,West Twin,41010200,Hendricks,Lincoln,,
35,Unnamed,41010700,,Lincoln,,
8,East Twin,41010800,Hendricks,Lincoln,,
36,Unnamed,41010900,Canby,Lincoln,,
11,Hendricks,41011000,Hendricks,Lincoln,,
37,Unnamed,41011500,,Lincoln,,
38,Unnamed,41011600,Hendricks,Lincoln,,
39,Unnamed,41013000,,Lincoln,,
40,Unnamed,41013800,,Lincoln,,
41,Unnamed,41014200,,Lincoln,,
19,Porter Reservoir,41015600,Porter,Lincoln,,
31,School Grove,42000200,Cottonwood,Lyon,,
26,North Twin,42000300,,Lyon,,
34,South Twin,42000500,Garvin,Lyon,,
3,Christianson Marsh,42000800,,Lyon,,
13,Jackson Marsh,42000900,Milroy,Lyon,,
33,Sham,42001300,Cottonwood,Lyon,,
6,Cottonwood,42001400,Cottonwood,Lyon,,
16,Lady Slipper,42002000,Cottonwood,Lyon,,
19,Lone Tree,42002800,Cottonwood,Lyon,,
20,Long,42002900,Garvin,Lyon,,
17,Lake of the Hill,42003200,Garvin,Lyon,,
37,Unnamed,42003300,Garvin,Lyon,,
14,Jacobsons Marsh,42003600,,Lyon,,
23,Marshall,42003700,Dudley,Lyon,,
24,McKay,42004300,Balaton,Lyon,,
41,Yankton,42004700,Balaton,Lyon,,
35,Spink,42004800,Balaton,Lyon,,
38,Unnamed,42005000,Balaton,Lyon,,
28,Rock,42005200,Russell,Lyon,,
1,Brawner,42005400,Russell,Lyon,,
4,Clear,42005500,Russell,Lyon,,
2,Brown Marsh,42005800,,Lyon,,
21,Lyons WMA,42005900,,Lyon,,
22,Mahlke Marsh,42006000,Russell,Lyon,,
32,Section Thirty-Three,42006600,Florence,Lyon,,
7,East Twin,42007000,Florence,Lyon,,
30,Sanderson,42007100,Florence,Lyon,,
27,Nyrocha Flats WMA,42007200,Florence,Lyon,,
39,West Twin,42007400,Florence,Lyon,,
40,Wood,42007800,Russell,Lyon,,
25,Mortier Slough,42008400,,Lyon,,
10,Highpoint,42008900,Russell,Lyon,,
8,Goose,42009300,Lynd,Lyon,,
12,Island,42009600,Lynd,Lyon,,
5,Conger's Slough,42009900,,Lyon,,
15,Kimpe Marsh,42010600,,Lyon,,
29,SE Clifton WMA,42011100,,Lyon,,
0,Amiret WMA,42011200,,Lyon,,
9,Heck Slough,42011300,,Lyon,,
18,Leedom Slough,42011400,Russell,Lyon,,
11,Independence Park,42012400,,Lyon,,
36,Swift,42014600,,Lyon,,
5,Bear,43000900,,McLeod,,
48,Winsted,43001200,Winsted,McLeod,,
17,Grass,43001300,Winsted,McLeod,,
36,South,43001400,Winsted,McLeod,,
10,Coon,43002000,Sherman,McLeod,,
23,Mud,43003300,Silver Lake,McLeod,,
35,Silver,43003400,Silver Lake,McLeod,,
38,Swan,43004000,Silver Lake,McLeod,,
25,Mud Lakebed,43004100,,McLeod,,
2,Bakers,43004800,,McLeod,,
3,Bakers (north portion),43004801,Brownton,McLeod,,
19,Kings,43005000,Brownton,McLeod,,
40,Unnamed,43005300,New Auburn,McLeod,,
22,Mary,43005600,Brownton,McLeod,,
33,Ryan,43005800,Sumter,McLeod,,
41,Unnamed,43005900,,McLeod,,
0,Addie,43006100,Brownton,McLeod,,
42,Unnamed,43006300,Brownton,McLeod,,
26,O'Mera,43006800,Jennie,McLeod,,
43,Unnamed,43006900,Jennie,McLeod,,
39,Todd,43007100,Jennie,McLeod,,
18,Hook,43007300,Hutchinson,McLeod,,
6,Bear,43007600,Lamson,McLeod,,
31,Piker's,43007800,Komensky,McLeod,,
13,Echo,43008100,Komensky,McLeod,,
21,Marion,43008400,Brownton,McLeod,,
28,Otter,43008500,Hutchinson,McLeod,,
29,Otter (Main Basin),43008501,,McLeod,,
46,Ward,43008800,Fernando,McLeod,,
20,Kujas,43009300,,McLeod,,
47,Whitney,43009700,Heatwole,McLeod,,
12,Eagle,43009800,Heatwole,McLeod,,
1,Allen,43009900,Heatwole,McLeod,,
4,Barber,43010000,Heatwole,McLeod,,
24,Mud,43010100,Heatwole,McLeod,,
11,Dettmans,43010200,Jennie,McLeod,,
9,Clear,43010300,Cedar Mills,McLeod,,
37,Stahl's,43010400,Hutchinson,McLeod,,
34,Schluter's Slough,43010700,Jennie,McLeod,,
7,Campbells,43010800,Jennie,McLeod,,
16,French,43010900,Hutchinson,McLeod,,
15,Ferrell (East Portion),43011002,,McLeod,,
30,Pierce,43011200,Hutchinson,McLeod,,
14,Fernold,43011300,,McLeod,,
8,Cedar,43011500,Cedar Mills,McLeod,,
32,Round Grove,43011600,Stewart (McLeod),McLeod,,
44,Unnamed,43012200,,McLeod,,
45,Unnamed,43013800,,McLeod,,
27,Oak Leaf Park Pond,43016000,Glencoe,McLeod,,
18,Roy,44000100,Zerkel,Mahnomen,,
13,Lone,44000200,Jack Pine,Mahnomen,,
25,Tulaby,44000300,Waubun,Mahnomen,,
2,Bass,44000600,Waubun,Mahnomen,,
11,Little Elbow,44001100,Elbow Lake Village,Mahnomen,,
24,South Twin,44001400,Waubun,Mahnomen,,
26,Unnamed,44001500,Naytahwaush,Mahnomen,,
16,Norris,44002000,Naytahwaush,Mahnomen,,
17,North Twin,44002300,Naytahwaush,Mahnomen,,
9,Island,44003800,Lengby,Mahnomen,,
23,Snider,44004500,Naytahwaush,Mahnomen,,
7,Doucette,44005800,Naytahwaush,Mahnomen,,
14,McCraney,44008000,Naytahwaush,Mahnomen,,
5,Church,44009200,Mahnomen,Mahnomen,,
20,Sargent,44010800,Naytahwaush,Mahnomen,,
22,Snetsinger,44012100,Beaulieu,Mahnomen,,
34,Wakefield,44012200,Mahkonce,Mahnomen,,
6,Circle,44014000,Beaulieu,Mahnomen,,
10,Ketchum,44015200,Lengby,Mahnomen,,
27,Unnamed,44015500,Lengby,Mahnomen,,
0,Allen,44015700,Lengby,Mahnomen,,
21,Simonson,44016200,Lengby,Mahnomen,,
12,Little Vanose,44016900,Bejou,Mahnomen,,
19,Santwire,44018700,Waubun,Mahnomen,,
35,Waubun,44018800,Waubun,Mahnomen,,
28,Unnamed,44019300,Waubun,Mahnomen,,
8,Fish,44021500,Beaulieu,Mahnomen,,
1,Aspinwall,44022300,Beaulieu,Mahnomen,,
4,Chief,44022400,Beaulieu,Mahnomen,,
29,Unnamed,44022800,Beaulieu,Mahnomen,,
3,Beaulieu,44024200,Bejou,Mahnomen,,
30,Unnamed,44024400,Fosston,Mahnomen,,
15,Moore,44025500,Waubun,Mahnomen,,
31,Unnamed,44029400,Lengby,Mahnomen,,
32,Unnamed,44046300,,Mahnomen,,
33,Unnamed,44052800,White Earth,Mahnomen,,
2,Thief,45000100,Gatzke,Marshall,,
1,Florian Marsh,45001000,Florian,Marshall,,
0,East Park WMA,45001100,Strandquist,Marshall,,
3,Unnamed,45011900,Florian,Marshall,,
4,Unnamed,45018400,,Marshall,,
40,Unnamed,46000800,East Chain,Martin,,
12,East Chain,46001000,East Chain,Martin,,
20,Imogene,46001200,Imogene,Martin,,
47,Willmert,46001400,,Martin,,
48,Willmert (Main Bay),46001401,Fairmont,Martin,,
26,North Silver,46001600,Wilbert,Martin,,
36,South Silver,46002000,Fairmont,Martin,,
41,Unnamed,46002200,East Chain,Martin,,
16,George,46002400,Fairmont,Martin,,
35,Sisseton,46002500,Fairmont,Martin,,
18,Halls,46002700,Imogene,Martin,,
45,Unnamed (west portion),46002801,,Martin,,
44,Unnamed (east portion),46002802,,Martin,,
3,Budd,46003000,Fairmont,Martin,,
17,Hall,46003100,Fairmont,Martin,,
30,Rose,46003200,Imogene,Martin,,
33,Sager,46003300,East Chain,Martin,,
0,Amber,46003400,Fairmont,Martin,,
25,Martin,46003600,Northrop,Martin,,
19,High,46003700,Northrop,Martin,,
39,Twin,46004000,Northrop,Martin,,
22,Kiester,46004200,Northrop,Martin,,
4,Buffalo,46004400,Fairmont,Martin,,
28,Perch,46004600,Truman,Martin,,
21,Iowa,46004900,Fairmont,Martin,,
27,Okamanpeedan,46005100,Ceylon,Martin,,
2,Bright,46005200,Ceylon,Martin,,
42,Unnamed,46006000,Wilbert,Martin,,
8,Clayton,46006100,Wilbert,Martin,,
29,Pierce,46007600,Wilbert,Martin,,
11,Eagle,46007800,Welcome,Martin,,
49,Willow Creek,46008100,South Branch,Martin,,
43,Unnamed,46008300,Ormsby,Martin,,
31,Round,46008400,Ormsby,Martin,,
23,Little Tuttle,46008800,Ceylon,Martin,,
37,Susan,46009400,Ceylon,Martin,,
13,Fish,46009500,Ceylon,Martin,,
9,Clear,46009600,Ceylon,Martin,,
10,Dutton Slough,46009800,Ceylon,Martin,,
38,Temperance,46010300,Sherburn,Martin,,
15,Fox,46010900,Sherburn,Martin,,
7,Clam,46011100,Trimont,Martin,,
34,Seymour,46011300,Fox Lake,Martin,,
32,Round,46011600,Fox Lake,Martin,,
6,Cedar,46012100,Trimont,Martin,,
24,Little Twin,46013000,Trimont,Martin,,
46,Watkins,46013200,Trimont,Martin,,
1,Big Twin,46013300,Trimont,Martin,,
14,Fish,46014500,Odin,Martin,,
5,Buffalo,46014600,Odin,Martin,,
41,Maple,47000100,Stockholm,Meeker,,
21,Francis,47000200,Kingston,Meeker,,
10,Byron,47000400,Lamson,Meeker,,
9,Butternut,47000500,Dassel,Meeker,,
80,Unnamed,47000700,Dassel,Meeker,,
81,Unnamed,47001000,,Meeker,,
71,Spencer,47001400,Jennie,Meeker,,
31,Jennie,47001500,Dassel,Meeker,,
116,Wolf,47001600,Dassel,Meeker,,
13,Collins Lake,47001700,Lamson,Meeker,,
36,Little Wolf,47001900,Lamson,Meeker,,
0,Arvilla,47002300,Kingston,Meeker,,
43,Maynard,47002400,Darwin,Meeker,,
35,Little Swan,47002500,Dassel,Meeker,,
37,Long,47002600,Dassel,Meeker,,
47,Mud,47003100,Dassel,Meeker,,
72,Spring,47003200,Dassel,Meeker,,
68,Sellards,47003500,Dassel,Meeker,,
8,Boo,47003700,Dassel,Meeker,,
6,Big Swan,47003800,Kingston,Meeker,,
48,Mud,47004000,Kingston,Meeker,,
5,Betty,47004200,Kimball,Meeker,,
26,Heenan Lake,47004300,Jennie,Meeker,,
32,Jewitt,47004400,Jennie,Meeker,,
20,Fallon,47004500,Jennie,Meeker,,
111,Washington,47004600,Darwin,Meeker,,
82,Unnamed,47004700,Darwin,Meeker,,
57,Powers,47004800,Kingston,Meeker,,
2,Belle,47004900,,Meeker,,
3,Belle Lake,47004901,Hutchinson,Meeker,,
53,Piepenburg Park Pond,47004902,Jennie,Meeker,,
40,Manuella,47005000,Darwin,Meeker,,
4,Benton,47005400,Casey,Meeker,,
7,Birch,47005500,Casey,Meeker,,
