,Name,ID,Nearest Town,County,,
645,West Twin,69016700,Burntside,St. Louis,,
504,Shipman Bass,69016800,Burntside,St. Louis,,
350,Maxine,69017000,Ely,St. Louis,,
89,Chant,69017200,Ely,St. Louis,,
102,Coo,69017300,Burntside Lake,St. Louis,,
144,East Twin,69017400,Ely,St. Louis,,
416,Ole,69017500,Ely,St. Louis,,
2,Agassa,69017600,Ely,St. Louis,,
270,La Pond,69017700,Burntside Lake,St. Louis,,
46,Big Rice,69017800,Burntside Lake,St. Louis,,
303,Little Rice,69018000,Burntside,St. Louis,,
521,Slim,69018100,Ely,St. Louis,,
229,Hook,69018200,Burntside Lake,St. Louis,,
468,Rice,69018500,Burntside Lake,St. Louis,,
106,Coxey Pond,69018600,Burntside Lake,St. Louis,,
510,Silica,69018700,Burntside Lake,St. Louis,,
208,Hanson,69018900,Ely,St. Louis,,
43,Big,69019000,Ely,St. Louis,,
133,Duck,69019100,Burntside Lake,St. Louis,,
655,White Feather,69019200,Winton,St. Louis,,
148,Ed Shave,69019900,Ely,St. Louis,,
117,Dark,69020200,Winton,St. Louis,,
478,Rush,69020300,Winton,St. Louis,,
183,Fox,69020400,Winton,St. Louis,,
548,Stuart,69020500,Ely,St. Louis,,
542,Sterling,69020600,Winton,St. Louis,,
41,Bibon,69020700,Winton,St. Louis,,
403,Nibin,69020800,Winton,St. Louis,,
262,Kelsey,69021200,Buyck,St. Louis,,
570,Toe,69021300,Buyck,St. Louis,,
55,Blueberry,69021500,Babbitt,St. Louis,,
35,Beaver,69021600,McComber,St. Louis,,
642,West Robinson,69021700,Ely,St. Louis,,
141,Eagles Nest No. Four,69021800,Ely,St. Louis,,
107,Crab,69022000,Ely,St. Louis,,
115,Cummings,69022100,Burntside Lake,St. Louis,,
3,Agnes,69022300,Crane Lake,St. Louis,,
271,Lac la Croix,69022400,Ely,St. Louis,,
12,Antoinette,69022500,Arnold,St. Louis,,
584,Unnamed,69022600,Duluth,St. Louis,,
494,Schultz,69023000,Fredenberg,St. Louis,,
247,Jacobs,69023100,Duluth,St. Louis,,
231,Horseshoe,69023200,Duluth,St. Louis,,
365,Mirror,69023400,Duluth,St. Louis,,
558,Sunshine,69023500,Fredenberg,St. Louis,,
585,Unnamed,69023600,Fredenberg,St. Louis,,
73,Cameron,69023700,Duluth,St. Louis,,
136,Eagle,69023800,Arnold,St. Louis,,
586,Unnamed,69023900,Arnold,St. Louis,,
568,Thompson,69024100,Fredenberg,St. Louis,,
553,Sullivan,69024600,Markham,St. Louis,,
123,Dent,69024700,Markham,St. Louis,,
279,Linwood,69024800,Markham,St. Louis,,
99,Colby,69024900,Hoyt Lakes,St. Louis,,
260,Kaunonen,69025200,Embarrass,St. Louis,,
220,Heikkilla,69025300,Embarrass,St. Louis,,
30,Bear Head,69025400,Tower,St. Louis,,
518,Skeleton,69025600,Murray,St. Louis,,
225,Holter,69026200,Eagles Nest,St. Louis,,
462,Putnam,69026400,Murray,St. Louis,,
75,Camp,69026500,Tower,St. Louis,,
285,Little Birch,69027100,Wahlsten,St. Louis,,
587,Unnamed,69027300,,St. Louis,,
385,Mud,69027500,Ely,St. Louis,,
93,Clear,69027700,Ely,St. Louis,,
15,Armstrong,69027800,Ely,St. Louis,,
282,Little Armstrong,69027900,Ely,St. Louis,,
188,Gafvert,69028000,Eagles Nest,St. Louis,,
181,Four Mile,69028100,Murray,St. Louis,,
398,Needle Boy,69028200,Eagles Nest,St. Louis,,
516,Six Mile,69028300,Eagles Nest,St. Louis,,
137,Eagles Nest,69028500,,St. Louis,,
138,Eagles Nest #1,69028501,Ely,St. Louis,,
139,Eagles Nest #2,69028502,Ely,St. Louis,,
140,Eagles Nest #3,69028503,Soudan,St. Louis,,
436,Pickerel,69028600,Eagles Nest,St. Louis,,
176,Five Mile,69028800,Murray,St. Louis,,
195,Glenmore,69029200,Burntside Lake,St. Louis,,
588,Unnamed,69029300,Burntside Lake,St. Louis,,
492,Schlamm,69029400,Burntside Lake,St. Louis,,
339,Lunetta,69029500,Burntside Lake,St. Louis,,
287,Little Crab,69029600,Burntside Lake,St. Louis,,
481,Saca,69029800,Burntside Lake,St. Louis,,
213,Hassel,69029900,Burntside Lake,St. Louis,,
28,Battle,69030000,Ely,St. Louis,,
61,Boulder,69030200,Burntside Lake,St. Louis,,
435,Phantom,69030300,Ely,St. Louis,,
536,Sprite,69030400,Burntside Lake,St. Louis,,
355,Meat,69030500,Ely,St. Louis,,
196,Glimmer,69030600,Ely,St. Louis,,
92,Clark,69030700,Ely,St. Louis,,
564,Tamarack,69031100,Burntside Lake,St. Louis,,
180,Foss,69031400,Burntside Lake,St. Louis,,
269,Korb,69031500,Burntside Lake,St. Louis,,
45,Big Moose,69031600,Ely,St. Louis,,
253,Jonathan,69031700,Burntside Lake,St. Louis,,
589,Unnamed,69032000,Burntside Lake,St. Louis,,
399,Neesh,69032100,Burntside Lake,St. Louis,,
407,Niswi,69032200,Burntside Lake,St. Louis,,
400,Neewin,69032300,Burntside Lake,St. Louis,,
116,Cummings,69032500,Burntside Lake,St. Louis,,
420,Otter,69032600,Burntside Lake,St. Louis,,
354,Meander,69032900,Buyck,St. Louis,,
422,Oyster,69033000,Ely,St. Louis,,
293,Little Hustler,69033200,Crane Lake,St. Louis,,
157,Emerald,69033500,Crane Lake,St. Louis,,
569,Thumb,69033700,Crane Lake,St. Louis,,
465,Ramshead,69033900,Crane Lake,St. Louis,,
406,Nina Moose,69034000,Burntside Lake,St. Louis,,
272,Lamb,69034100,Crane Lake,St. Louis,,
473,Rocky,69034200,Crane Lake,St. Louis,,
235,Hustler,69034300,Crane Lake,St. Louis,,
458,Pocket,69034500,Crane Lake,St. Louis,,
170,Finger,69034800,Crane Lake,St. Louis,,
192,Ge-Be-On-Equat,69035000,Crane Lake,St. Louis,,
429,Pekan,69035700,Crane Lake,St. Louis,,
202,Green,69035800,Crane Lake,St. Louis,,
460,Profit,69036000,Crane Lake,St. Louis,,
90,Chase,69036100,Crane Lake,St. Louis,,
563,Takucmich,69036900,Crane Lake,St. Louis,,
660,Wild Rice,69037100,Duluth,St. Louis,,
243,Island Lake Reservoir,69037200,Duluth,St. Louis,,
245,Island Lake Rsvr(W.Basin),69037201,,St. Louis,,
244,Island Lake Rsvr(E.Basin),69037202,,St. Louis,,
62,Boulder,69037300,Duluth,St. Louis,,
657,Whiteface Reservoir,69037500,Markham,St. Louis,,
658,Whitewater,69037600,Hoyt Lakes,St. Louis,,
631,Vermilion,69037800,Tower,St. Louis,,
146,East Vermilion,69037801,,St. Louis,,
648,West Vermilion,69037802,,St. Louis,,
441,Pike Bay,69037803,,St. Louis,,
649,Western,69037900,Burntside Lake,St. Louis,,
66,Buck,69038100,Burntside Lake,St. Louis,,
340,Lynx,69038300,Crane Lake,St. Louis,,
307,Little Shell,69038400,Crane Lake,St. Louis,,
477,Ruby,69038500,Crane Lake,St. Louis,,
283,Little Beartrack,69038600,Crane Lake,St. Louis,,
576,Trygg,69038900,Crane Lake,St. Louis,,
368,Mogie,69039100,Saint Paul Church,St. Louis,,
13,Apple,69039200,Fredenberg,St. Louis,,
103,Cooks,69039300,Taft,St. Louis,,
178,Flowage,69039400,Duluth,St. Louis,,
234,Hunter,69039600,Taft,St. Louis,,
96,Clearwater,69039700,Duluth,St. Louis,,
590,Unnamed,69039800,Fredenberg,St. Louis,,
121,Deepwater,69039900,Fredenberg,St. Louis,,
412,North Twin,69040000,Shaw,St. Louis,,
530,South Twin,69040300,Shaw,St. Louis,,
380,Morgan,69040400,Duluth,St. Louis,,
101,Comstock,69041200,Other,St. Louis,,
628,Upper Comstock,69041201,Whiteface,St. Louis,,
335,Lower Comstock,69041202,Markham,St. Louis,,
211,Hart,69041300,Melrude,St. Louis,,
346,Markham,69041400,Markham,St. Louis,,
299,Little Markham,69041600,Markham,St. Louis,,
214,Hay,69041700,Markham,St. Louis,,
413,North Twin,69041900,Aurora,St. Louis,,
531,South Twin,69042000,Aurora,St. Louis,,
186,Frying Pan,69042200,Palo,St. Louis,,
591,Unnamed,69042400,Palo,St. Louis,,
327,Loon,69042600,Aurora,St. Louis,,
577,Turpela,69042700,Palo,St. Louis,,
538,St James Pit,69042800,Aurora,St. Louis,,
480,Sabin (Embarrass Mine),69042900,Aurora,St. Louis,,
81,Cedar,69043100,Aurora,St. Louis,,
668,Wynne/Sabin,69043400,,St. Louis,,
479,Sabin,69043401,Aurora,St. Louis,,
667,Wynne,69043402,Aurora,St. Louis,,
215,Hay,69043500,Salo Corner,St. Louis,,
300,Little Mesaba,69043600,Aurora,St. Louis,,
216,Hay,69044100,Wahlsten,St. Louis,,
372,Moose,69044200,Wahlsten,St. Louis,,
592,Unnamed,69044300,Wahlsten,St. Louis,,
23,Bass,69044600,Soudan,St. Louis,,
444,Pine,69044800,Soudan,St. Louis,,
88,Chad,69045000,Burntside Lake,St. Louis,,
134,Dugout,69045100,Soudan,St. Louis,,
59,Bootleg,69045200,Burntside Lake,St. Louis,,
199,Gowan,69045400,Buyck,St. Louis,,
311,Little Trout,69045500,Soudan,St. Louis,,
250,Jeanette,69045600,Buyck,St. Louis,,
405,Nigh,69045700,Buyck,St. Louis,,
110,Crellin,69045900,Buyck,St. Louis,,
502,Shell,69046100,Crane Lake,St. Louis,,
336,Lower Pauness,69046400,Crane Lake,St. Louis,,
629,Upper Pauness,69046500,Crane Lake,St. Louis,,
635,Waksapiwi,69046800,Crane Lake,St. Louis,,
221,Heritage,69046900,Crane Lake,St. Louis,,
328,Loon,69047000,Crane Lake,St. Louis,,
161,Eugene,69047300,Crane Lake,St. Louis,,
525,South,69047400,Crane Lake,St. Louis,,
541,Steep,69047500,Crane Lake,St. Louis,,
522,Slim,69047800,Crane Lake,St. Louis,,
284,Little Beartrack,69047900,Crane Lake,St. Louis,,
33,Beartrack,69048000,Crane Lake,St. Louis,,
164,Fat,69048100,Crane Lake,St. Louis,,
298,Little Loon,69048400,Crane Lake,St. Louis,,
205,Gun,69048700,Crane Lake,St. Louis,,
409,North,69048800,Crane Lake,St. Louis,,
79,Caribou,69048900,Duluth,St. Louis,,
440,Pike,69049000,Hermantown,St. Louis,,
172,Fish Lake Flowage,69049100,Duluth,St. Louis,,
174,Fish Lk Flowage (Main Bay),69049101,,St. Louis,,
173,Fish Lk Flowage (East Bay),69049102,,St. Louis,,
316,Long,69049300,Cotton,St. Louis,,
390,Mud Hen,69049400,Makinen,St. Louis,,
317,Long,69049500,Makinen,St. Louis,,
156,Embarrass,69049600,Biwabik,St. Louis,,
574,Trout,69049800,Tower,St. Louis,,
36,Beaver,69050100,Saginaw,St. Louis,,
105,Coon's Gravel Pit,69050110,Simar,St. Louis,,
593,Unnamed,69050200,Simar,St. Louis,,
232,Horseshoe,69050300,Simar,St. Louis,,
579,Twin,69050400,Munger,St. Louis,,
580,Twin,69050500,Munger,St. Louis,,
291,Little Grand,69050600,Saginaw,St. Louis,,
37,Beaver,69050700,Harnell Park,St. Louis,,
318,Long,69050900,Twig,St. Louis,,
200,Grand,69051100,Twig,St. Louis,,
386,Mud,69051200,Twig Station,St. Louis,,
292,Little Grand,69051300,Saginaw,St. Louis,,
40,Bergen,69051500,Fredenberg,St. Louis,,
509,Side (Bowman),69051900,Taft,St. Louis,,
276,Leora,69052100,Cotton,St. Louis,,
663,Winkle,69052200,Shaw,St. Louis,,
126,Dodo,69052300,Shaw,St. Louis,,
474,Rose,69052500,Shaw,St. Louis,,
297,Little Long,69052800,Whiteface,St. Louis,,
547,Strand,69052900,Cotton,St. Louis,,
445,Pioneer,69053200,Cotton,St. Louis,,
491,Schisler,69053300,Shaw,St. Louis,,
379,Morcom,69053600,Melrude,St. Louis,,
302,Little Paleface,69053700,Melrude,St. Louis,,
39,Berg,69053800,Melrude,St. Louis,,
11,Anne,69054100,Whiteface,St. Louis,,
661,Wilson,69054200,Cotton,St. Louis,,
24,Bass,69054300,Whiteface,St. Louis,,
125,Dinham,69054400,Melrude,St. Louis,,
74,Cameron,69054500,Cotton,St. Louis,,
493,Schubert,69054600,Cotton,St. Louis,,
301,Little Mud Hen,69054800,Makinen,St. Louis,,
594,Unnamed,69054900,Makinen,St. Louis,,
498,Section Fourteen,69055000,Makinen,St. Louis,,
25,Bass,69055300,Biwabik,St. Louis,,
595,Unnamed,69055400,McKinley,St. Louis,,
511,Silver,69055500,McKinley,St. Louis,,
329,Lost,69055600,Biwabik,St. Louis,,
82,Cedar,69055900,Makinen,St. Louis,,
98,Coe,69056200,Makinen,St. Louis,,
512,Silver,69056300,Palo,St. Louis,,
160,Esquagama,69056500,Biwabik,St. Louis,,
387,Mud,69056700,Belgrade (St. Louis),St. Louis,,
83,Cedar Island,69056800,Biwabik,St. Louis,,
84,Cedar Island (N.Portion),69056801,,St. Louis,,
85,Cedar Island (S.Portion),69056802,,St. Louis,,
352,McKinley,69057000,McKinley,St. Louis,,
654,White,69057100,Elcor,St. Louis,,
596,Unnamed,69057600,Elcor,St. Louis,,
469,Rice,69057800,Belgrade (St. Louis),St. Louis,,
217,Hay,69057900,Belgrade (St. Louis),St. Louis,,
442,Pike River Flowage,69058000,Tower,St. Louis,,
330,Lost,69058100,Peyla,St. Louis,,
666,Wolf,69058200,Tower,St. Louis,,
357,Merritt,69058300,Tower,St. Louis,,
418,Oriniack,69058700,Tower,St. Louis,,
425,Pauline,69058800,Buyck,St. Louis,,
18,Astrid,69058900,Buyck,St. Louis,,
349,Maude,69059000,Buyck,St. Louis,,
439,Picket,69059100,Buyck,St. Louis,,
206,Gustafson,69059300,Buyck,St. Louis,,
597,Unnamed,69059800,Crane Lake,St. Louis,,
131,Dovre,69060400,Crane Lake,St. Louis,,
313,Little Vermilion,69060800,Crane Lake,St. Louis,,
273,Leaf,69061000,Gilbert,St. Louis,,
331,Lost,69061100,Sparta,St. Louis,,
304,Little Rice,69061200,Peyla,St. Louis,,
632,Vermilion River,69061300,Buyck,St. Louis,,
147,Echo,69061500,Buyck,St. Louis,,
109,Crane,69061600,Crane Lake,St. Louis,,
486,Sand Point,69061700,Crane Lake,St. Louis,,
9,Andy,69061800,Grand Lake,St. Louis,,
555,Sunset,69062000,Twig,St. Louis,,
490,Schelins,69062400,Independence (St. Louis),St. Louis,,
598,Unnamed,69062500,Independence (St. Louis),St. Louis,,
277,Levindusky,69062600,Coleraine Junction,St. Louis,,
404,Nichols,69062700,Payne,St. Louis,,
670,Young,69063500,Melrude,St. Louis,,
87,Central,69063700,Central Lakes,St. Louis,,
8,Anchor,69064100,Peary,St. Louis,,
154,Elliot,69064200,Eveleth,St. Louis,,
168,Fig,69064400,Melrude,St. Louis,,
113,Crystal,69064500,Melrude,St. Louis,,
394,Murphy,69064600,Central Lakes,St. Louis,,
476,Round,69064900,Zim,St. Louis,,
540,St. Mary's,69065100,Spruce,St. Louis,,
388,Mud,69065200,Spruce,St. Louis,,
319,Long,69065300,Eveleth,St. Louis,,
233,Horseshoe,69065400,Eveleth,St. Louis,,
457,Pleasant,69065500,Eveleth,St. Louis,,
207,Half Moon,69065700,Peary,St. Louis,,
370,Moon,69065900,Peary,St. Louis,,
155,Ely,69066000,Eveleth,St. Louis,,
513,Silver,69066200,Virginia,St. Louis,,
633,Virginia,69066300,Virginia,St. Louis,,
120,Deep,69066600,Gilbert,St. Louis,,
47,Big Rice,69066900,Britt,St. Louis,,
165,Fawn,69067000,Britt,St. Louis,,
434,Pfeiffer,69067100,Tower,St. Louis,,
258,Kabustasa,69067900,Orr,St. Louis,,
312,Little Trout,69068200,Crane Lake,St. Louis,,
393,Mukooda,69068400,Crane Lake,St. Louis,,
415,O'Leary,69068500,Crane Lake,St. Louis,,
545,Stone,69068600,Zim,St. Louis,,
662,Winchester,69069000,Orr,St. Louis,,
252,Johnson,69069100,Crane Lake,St. Louis,,
337,Lucille,69069200,Crane Lake,St. Louis,,
396,Namakan,69069300,Ray,St. Louis,,
464,Rainy,69069400,International Falls,St. Louis,,
145,East Twin,69069500,Brookston,St. Louis,,
646,West Twin,69069600,Brookston,St. Louis,,
332,Lost,69069800,Big Lake Chapel,St. Louis,,
507,Side,69069900,Big Lake Chapel,St. Louis,,
344,Maple Leaf,69070000,Alborn,St. Louis,,
1,Aerie,69070100,Alborn,St. Louis,,
111,Crooked,69070300,Brookston,St. Louis,,
150,Elbow,69071700,Iron Junction,St. Louis,,
342,Majestic,69072100,Wolf,St. Louis,,
599,Unnamed,69072400,Hopper,St. Louis,,
348,Mashkenode,69072500,Virginia,St. Louis,,
343,Manganika,69072600,Largo,St. Louis,,
263,Kendall,69072700,Wolf,St. Louis,,
306,Little Sandy,69072900,Brittmount,St. Louis,,
487,Sandy,69073000,Brittmount,St. Louis,,
19,Auto,69073100,Virginia,St. Louis,,
305,Little Sand,69073200,Virginia,St. Louis,,
248,James,69073400,Virginia,St. Louis,,
651,Wheel,69073500,Britt,St. Louis,,
484,Sand,69073600,Virginia,St. Louis,,
48,Big Rosendahl,69073900,Angora,St. Louis,,
51,Black,69074000,Wakemup,St. Louis,,
559,Susan,69074100,Wakemup,St. Louis,,
20,Ban,69074200,Orr,St. Louis,,
151,Elbow,69074400,Gheen,St. Louis,,
641,West Elbow,69074500,Gheen,St. Louis,,
94,Clear,69074700,Buyck,St. Louis,,
268,Kjostad,69074800,Buyck,St. Louis,,
395,Myrtle,69074900,Orr,St. Louis,,
373,Moose,69075000,Crane Lake,St. Louis,,
184,Franklin,69075400,Crane Lake,St. Louis,,
345,Marion,69075500,Crane Lake,St. Louis,,
572,Tooth,69075600,Kettle Falls,St. Louis,,
402,Net,69075700,Kettle Falls,St. Louis,,
294,Little Johnson,69076000,Crane Lake,St. Louis,,
534,Spring,69076100,Crane Lake,St. Louis,,
127,Doherty,69076300,Sherwood,St. Louis,,
556,Sunset,69076400,Cook,St. Louis,,
320,Long,69076500,Crane Lake,St. Louis,,
218,Headquarters,69076600,Gowan,St. Louis,,
600,Unnamed,69076700,Paupores,St. Louis,,
347,Martin,69076800,Paupores,St. Louis,,
266,Kingberg,69077100,Paupores,St. Louis,,
495,Scott,69077300,Scott,St. Louis,,
353,McQuade,69077500,Hibbing,St. Louis,,
358,Mesaba Park,69077800,Wilpen,St. Louis,,
669,Yates,69078000,Kinney,St. Louis,,
267,Kinney,69078100,Kinney,St. Louis,,
601,Unnamed,69078300,Buhl,St. Louis,,
76,Camp A,69078800,Buhl,St. Louis,,
118,Dark,69079000,Buhl,St. Louis,,
182,Fourteen,69079300,Buhl,St. Louis,,
566,Thirteen,69079400,Idington,St. Louis,,
191,Gate,69079500,Idington,St. Louis,,
274,Leander,69079600,Idington,St. Louis,,
374,Moose,69079800,Idington,St. Louis,,
95,Clear,69079900,Buhl,St. Louis,,
389,Mud,69080000,Idington,St. Louis,,
228,Hoodoo,69080200,Haley,St. Louis,,
470,Rice,69080300,Glendale (St. Louis),St. Louis,,
38,Bell,69080500,Cusson,St. Louis,,
375,Moose,69080600,Orr,St. Louis,,
527,South Bog,69080700,Cusson,St. Louis,,
514,Silver,69080900,Cusson,St. Louis,,
152,Elephant,69081000,Ash Lake,St. Louis,,
56,Bog,69081100,Cusson,St. Louis,,
91,Chub,69081500,Ash Lake,St. Louis,,
189,Gannon,69081900,Ash Lake,St. Louis,,
4,Agnes,69083000,Ray,St. Louis,,
639,Weir,69083100,Kettle Falls,St. Louis,,
112,Cruiser,69083200,Ray,St. Louis,,
428,Peary,69083300,Kabetogama,St. Louis,,
175,Fishmouth,69083400,Kettle Falls,St. Louis,,
602,Unnamed,69083500,Kabetogama,St. Louis,,
603,Unnamed,69083600,Kettle Falls,St. Louis,,
34,Beast,69083700,International Falls,St. Louis,,
419,Oslo,69083800,Kettle Falls,St. Louis,,
65,Brown,69083900,International Falls,St. Louis,,
517,Six Mile,69084000,Wilpen,St. Louis,,
430,Pelican,69084100,Orr,St. Louis,,
52,Black Duck,69084200,Ash Lake,St. Louis,,
149,Ek,69084300,Ray,St. Louis,,
257,Kabetogama,69084500,Ray,St. Louis,,
219,Heikkila,69084600,Cromwell,St. Louis,,
367,Moberg,69084700,Flood Wood,St. Louis,,
459,Prairie,69084800,Flood Wood,St. Louis,,
53,Blackwood,69085000,Gowan,St. Louis,,
567,Thirty-Six,69085400,Gowan,St. Louis,,
78,Carey,69085600,Hibbing,St. Louis,,
324,Longyear,69085700,Chisholm,St. Louis,,
325,Longyear (North),69085701,,St. Louis,,
326,Longyear (South),69085702,,St. Louis,,
122,Deepwater,69085800,Chisholm,St. Louis,,
321,Long,69085900,Chisholm,St. Louis,,
322,Long (Main Basin),69085901,,St. Louis,,
323,Long (North Basin),69085902,,St. Louis,,
187,Gabrielson,69086100,Orr,St. Louis,,
562,Swan,69086300,Orr,St. Louis,,
17,Ash,69086400,International Falls,St. Louis,,
254,Jorgens,69086700,Kabetogama,St. Louis,,
58,Boot,69086800,International Falls,St. Louis,,
604,Unnamed,69086900,Gappas Landing Campground,St. Louis,,
506,Shoepack,69087000,International Falls,St. Louis,,
463,Quill,69087100,International Falls,St. Louis,,
315,Loiten,69087200,International Falls,St. Louis,,
275,Leeman,69087500,Gowan,St. Louis,,
605,Unnamed,69088300,Goodland,St. Louis,,
177,Floodwood,69088400,Goodland,St. Louis,,
104,Coon,69088500,Bengal,St. Louis,,
249,Janette,69088700,Goodland,St. Louis,,
241,Island,69088900,Goodland,St. Louis,,
630,Upstead,69089000,Hull,St. Louis,,
356,Merrill,69089100,Silica,St. Louis,,
290,Little Finberg,69089301,Hull,St. Louis,,
169,Finberg,69089302,Hull,St. Louis,,
485,Sand,69089500,Hibbing,St. Louis,,
209,Harriet,69089600,Silica,St. Louis,,
524,Snowshoe,69090000,Kelly Lake,St. Louis,,
261,Kelly,69090100,Kelly Lake,St. Louis,,
640,Welcome,69090200,Keewatin,St. Louis,,
119,Day,69090600,Lavinia (St. Louis),St. Louis,,
471,Rock,69090700,Lavinia (St. Louis),St. Louis,,
505,Shoe Pack,69091000,Side Lake,St. Louis,,
242,Island,69091100,Side Lake,St. Louis,,
124,Dewey,69091200,Side Lake,St. Louis,,
190,Gansey,69091300,Side Lake,St. Louis,,
351,McCormack,69091400,Chisholm,St. Louis,,
557,Sunset,69091500,Chisholm,St. Louis,,
128,Dollar,69091600,Chisholm,St. Louis,,
472,Rock,69091700,Lavinia (St. Louis),St. Louis,,
97,Clearwater,69091800,Side Lake,St. Louis,,
333,Loven,69091900,Lavinia (St. Louis),St. Louis,,
549,Stuart,69092000,Lavinia (St. Louis),St. Louis,,
638,Waymier,69092100,Side Lake,St. Louis,,
466,Rat,69092200,Lavinia (St. Louis),St. Louis,,
224,Hobson,69092300,Lavinia (St. Louis),St. Louis,,
153,Elk,69092400,Lavinia (St. Louis),St. Louis,,
501,Shannon,69092500,Side Lake,St. Louis,,
397,Near Side,69092800,Side Lake,St. Louis,,
606,Unnamed,69092900,Side Lake,St. Louis,,
338,Luna,69093100,Side Lake,St. Louis,,
433,Perch,69093200,Chisholm,St. Louis,,
508,Side,69093300,Chisholm,St. Louis,,
437,Pickerel,69093400,Chisholm,St. Louis,,
426,Pearl,69093500,Arbutus,St. Louis,,
314,Locator,69093600,International Falls,St. Louis,,
636,War Club,69093700,International Falls,St. Louis,,
376,Moran,69093800,Stevenson,St. Louis,,
377,Moran (North Basin),69093801,,St. Louis,,
378,Moran (South Basin),69093802,,St. Louis,,
551,Sturgeon,69093900,,St. Louis,,
552,Sturgeon,69093901,Chisholm,St. Louis,,
360,Middle Sturgeon,69093902,Side Lake,St. Louis,,
643,West Sturgeon,69093903,Chisholm,St. Louis,,
129,Donna,69094100,Wales,St. Louis,,
607,Unnamed,69095200,Fredenberg,St. Louis,,
608,Unnamed,69095300,Fredenberg,St. Louis,,
609,Unnamed,69096500,Duluth,St. Louis,,
581,Twin,69096700,Duluth,St. Louis,,
610,Unnamed,69097500,Fond du Lac,St. Louis,,
50,Bird,69098700,Allen,St. Louis,,
647,West Two Rivers Reservoir,69099400,Mountain Iron,St. Louis,,
288,Little Dry,69104000,Ely,St. Louis,,
60,Bottle,69106400,Winton,St. Louis,,
611,Unnamed,69118300,Fredenberg,St. Louis,,
612,Unnamed,69128400,Ely,St. Louis,,
650,Wet,69128700,Rollins,St. Louis,,
310,Little Sturgeon,69129000,Chisholm,St. Louis,,
539,St. Louis River Estuary,69129100,Duluth,St. Louis,,
359,Mesabi Mt. Pit,69129200,Virginia,St. Louis,,
362,Miner's Pit,69129300,Ely,St. Louis,,
77,Canton Pit,69129400,Belgrade (St. Louis),St. Louis,,
256,Judson Mine Pit,69129500,Buhl,St. Louis,,
550,Stubler Pit,69129600,Buhl,St. Louis,,
503,Sherman Pit,69129700,Saint Clair Junction,St. Louis,,
532,South Twin City Pit,69129800,,St. Louis,,
414,North Twin City Pit,69129900,,St. Louis,,
185,Fraser Pit,69130000,Saint Clair Junction,St. Louis,,
212,Hartley Pit,69130100,,St. Louis,,
383,Mott Pit,69130200,Mountain Iron,St. Louis,,
179,Forsyth Pit,69130300,Kinney,St. Louis,,
135,Duncan Pit,69130500,,St. Louis,,
194,Gilbert Pit,69130600,Gilbert,St. Louis,,
361,Miller Pit West,69130700,Aurora,St. Louis,,
5,Albany Pit,69130900,Lavinia (St. Louis),St. Louis,,
382,Morton Pit,69131000,Leetonia,St. Louis,,
264,Kerr Pit,69131100,Mahoning,St. Louis,,
408,Norberg,69131200,Ely,St. Louis,,
80,Carmi-Carson Pit,69131300,Leetonia,St. Louis,,
496,Scranton Pit,69131400,,St. Louis,,
560,Susquehanna Pit,69131500,,St. Louis,,
114,Cub,69131800,Ely,St. Louis,,
295,Little Lillian,69132400,Allen,St. Louis,,
289,Little Elbow,69132900,Iron Junction,St. Louis,,
197,Godfrey-Glen Pit,69133100,Chisholm,St. Louis,,
166,Fayal 3,69134000,Snowden,St. Louis,,
575,Troy,69134100,Snowden,St. Louis,,
427,Pearsall,69134200,Snowden,St. Louis,,
198,Golf Course Pond,69134500,Duluth,St. Louis,,
535,Spring Hole,69137200,Markham,St. Louis,,
68,Burns Pit,69137800,Genoa (St. Louis),St. Louis,,
26,Bass,69140000,Tower,St. Louis,,
520,Slew,69140500,Fredenberg,St. Louis,,
341,Mahoning Hull-RustComplex,69142700,,St. Louis,,
497,Scranton Pit,69142701,,St. Louis,,
561,Susquehanna Pit,69142704,,St. Louis,,
381,Morris Pit,69142705,,St. Louis,,
239,Iron Chief Complex,69142800,Buhl,St. Louis,,
130,Douglas Pit,69142903,,St. Louis,,
369,Monroe Pit,69142904,Dunwoody Junction,St. Louis,,
526,South Agnew Pit,69143000,Mahoning,St. Louis,,
446,Pit 1,69143100,Hinsdale,St. Louis,,
455,Pit 6,69143300,Aurora,St. Louis,,
456,Pit 9S,69143400,Aurora,St. Louis,,
449,Pit 2WX,69143500,Mesaba,St. Louis,,
450,Pit 2WX-E,69143600,Mesaba,St. Louis,,
448,Pit 2W,69143700,Old Mesaba,St. Louis,,
447,Pit 2E,69143800,Old Mesaba,St. Louis,,
452,Pit 5N East,69143901,Ridge,St. Louis,,
453,Pit 5N West,69143902,Ridge,St. Louis,,
86,Cell 2E,69144100,,St. Louis,,
454,Pit 5S,69144500,Ridge,St. Louis,,
451,Pit 3,69144600,Old Mesaba,St. Louis,,
364,Minorca Pit,69144800,Franklin (subdivision),St. Louis,,
613,Unnamed,69145000,,St. Louis,,
614,Unnamed,69145100,,St. Louis,,
615,Unnamed,69145200,,St. Louis,,
616,Unnamed,69145300,,St. Louis,,
617,Unnamed,69145400,,St. Louis,,
618,Unnamed,69145500,,St. Louis,,
619,Unnamed,69145600,,St. Louis,,
620,Unnamed,69145700,,St. Louis,,
621,Unnamed,69145800,,St. Louis,,
622,Unnamed,69145900,,St. Louis,,
623,Unnamed,69146000,,St. Louis,,
624,Unnamed,69146100,,St. Louis,,
